ID,Child_Type,Union,Gender,Alive,Livewith,Relation,Caregiver,Slum,BINT_TIME1_DATE,Child_Age
380,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,5.429158110882957
324,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,1.919233401779603
314,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,3.657768651608488
268,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,5.300479123887748
322,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,5.754962354551677
232,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,5.804243668720055
318,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,6.053388090349076
235,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,3.780971937029432
411,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,1.297741273100616
87,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,6.595482546201232
88,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,5.232032854209446
316,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,3.770020533880904
338,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,2.464065708418891
6,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,4.624229979466119
214,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,3.682409308692676
370,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,5.779603011635865
215,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,5.8507871321013
85,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,24 Jan 16,6.176591375770021
112,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,6.327173169062286
265,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,1.604380561259411
211,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,31 Jan 16,5.894592744695414
330,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,3.151266255989049
135,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,2.354551676933607
95,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,3.351129363449692
190,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,2.861054072553046
110,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,3.091033538672142
274,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,1.1854893908282
343,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,3.641341546885695
105,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,5.377138945927447
369,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,.7419575633127995
255,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,2.729637234770705
344,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,3.592060232717317
94,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,3.485284052019165
418,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,1.434633812457221
287,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,4.739219712525667
315,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,6.439425051334703
218,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,5.930184804928132
184,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,6.269678302532512
340,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,1.95482546201232
391,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,17 Feb 16,.9801505817932923
199,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Feb 16,2.365503080082136
153,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,3.101984941820671
133,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,6.225872689938399
341,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,5.338809034907597
342,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,11 Feb 16,1.292265571526352
388,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,7.529089664613279
347,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,2.193018480492813
250,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,4.386036960985626
23,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,1.514031485284052
261,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,1.418206707734428
382,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,4.123203285420945
219,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,5.637234770704997
101,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,6.086242299794661
339,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,5.325119780971937
263,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,3.644079397672827
131,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,5.040383299110198
348,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,10 Feb 16,4.824093086926762
160,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,3.540041067761807
374,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,4.136892539356605
100,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,5.106091718001369
102,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,2.8145106091718
99,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,26 Jan 16,5.084188911704312
178,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,6.138261464750171
384,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,13 Feb 16,5.190965092402464
256,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,5.026694045174538
262,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,3.704312114989733
306,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,3.498973305954825
371,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,4.514715947980835
377,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,6.127310061601642
132,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,5.83709787816564
175,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,2.729637234770705
119,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,3.268993839835729
113,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,3.394934976043805
136,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,6.203969883641341
266,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,05 Feb 16,5.817932922655715
120,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,2.502395619438741
434,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,4.785763175906913
118,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,27 Jan 16,4.881587953456537
420,Focal Child,0,Male,Yes,No,Biological Mother,, ,19 Jan 16,3.600273785078713
416,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,3.79192334017796
307,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,5.938398357289528
432,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,4.944558521560575
399,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Feb 16,6.028747433264887
159,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,7.512662559890486
200,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Feb 16,5.171800136892539
431,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,2.740588637919233
378,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,15 Feb 16,3.071868583162217
423,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,18 Jan 16,2.956878850102669
198,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,01 Feb 16,2.595482546201232
224,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,03 Feb 16,3.416837782340862
419,Focal Child,0,Male,Yes,No,Biological Mother,, ,18 Jan 16,4.142368240930869
249,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,1.919233401779603
10,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,4.243668720054757
356,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,2.88021902806297
24,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,3.635865845311431
176,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,3.159479808350445
137,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,28 Jan 16,5.234770704996578
177,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,2.598220396988364
433,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,2.915811088295688
8,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,5.070499657768652
267,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,06 Feb 16,4.550308008213553
26,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,3.542778918548939
25,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,5.702943189596167
264,Focal Child,0,Female,Yes,No,Biological Mother,, ,06 Feb 16,6.360027378507871
358,Focal Child,0,Female,Yes,No,Biological Mother,, ,13 Feb 16,2.663928815879534
285,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,07 Feb 16,4.199863107460644
260,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,4.657084188911704
240,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,04 Feb 16,4.093086926762491
375,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,14 Feb 16,4.939082819986311
436,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,3.594798083504449
435,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,2.595482546201232
39,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,5.919233401779603
9,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,3.329226557152635
213,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,02 Feb 16,3.51813826146475
7,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,1.968514715947981
21,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,20 Jan 16,7.025325119780972
437,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,.9938398357289527
20,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,21 Jan 16,.7419575633127995
58,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,2.050650239561944
36,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,5.585215605749487
158,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,29 Jan 16,1.535934291581109
35,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,3.425051334702259
351,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,12 Feb 16,5.557837097878165
163,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,30 Jan 16,2.001368925393566
59,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,23 Jan 16,5.379876796714579
37,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,2.603696098562629
310,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,09 Feb 16,3.331964407939767
421,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,19 Jan 16,5.08145106091718
52,Focal Child,0,Female,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,3.45242984257358
40,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,4.180698151950718
38,Focal Child,0,Male,Yes,Yes,Biological Mother,Biolgical Mother, ,22 Jan 16,2.595482546201232
